SPATA24	5	138731514	138739820
LOC100418961	7	127946761	127947638
BCL10	1	85731459	85742604
LOC100418960	16	50092064	50093142
LOC100418965	1	76819265	76819924
OR1K1	9	125562402	125563352
LOC729444	22	20325590	20350461
SPATA18	4	52917578	52963461
SPATA19	11	133710517	133715433
SPATA16	3	172607147	172859058
SPATA17	1	217804684	218040492
SPATA12	3	57094469	57109460
SPATA13	13	24553765	24881212
LOC100418997	11	101826523	101827570
ARHGDIG	16	330606	333003
LOC100418992	19	21093737	21094304
LOC100418993	19	21098278	21099043
TFE3	X	48886237	48900990
TFEB	6	41651716	41703997
LOC100418990	19	21081959	21082875
LOC100418991	19	21087689	21088449
LBX2-AS1	2	74729744	74732192
ATF1	12	51157789	51214943
ATF2	2	175936978	176032934
TFEC	7	115575202	115799950
SCN9A	2	167051695	167232497
TFF2	21	43766466	43771208
TFF3	21	43731777	43735706
TFF1	21	43782391	43786644
ARHGDIA	17	79825595	79829282
ARHGDIB	12	15094949	15114562
LOC100418987	19	21061475	21062439
LOC100418988	19	21067008	21067842
OR1I1	19	15197877	15198944
LOC100418986	19	21054161	21055173
LOC100418983	12	38600033	38600994
FLJ25758	19	7004964	7006426
MEA1	6	42948082	42981947
ATG3	3	112251354	112280810
MPRIP	17	16945790	17095962
ATF6	1	161736034	161933860
ATF5	19	50431959	50437193
ATF4	22	39916569	39918691
ATF3	1	212738676	212794119
FTLP17	1	104696151	104696731
LOC139061	X	45240771	45241239
FTLP18	1	37095936	37096413
FTLP19	10	16113415	16113808
ATF7	12	53901640	54020200
CYP2G2P	19	41556357	41568349
FTLP13	17	21747826	21748251
FTLP14	16	68856487	68856978
SNORD114-10	14	101433389	101433459
FTLP15	7	46036980	46037865
FTLP16	X	38344014	38344517
SNORD114-11	14	101434448	101434521
SCN8A	12	51984050	52206648
FTLP10	4	69048010	69078188
FTLP11	15	29102932	29103644
FTLP12	17	16294748	16295197
LOC100418989	19	21069998	21070871
HINT3	6	126277861	126301390
ATL2	2	38522027	38604432
ATL1	14	50999800	51099786
HP1BP3	1	21069170	21113808
HINT1	5	130494976	130501041
ATL3	11	63391554	63439533
HINT2	9	35812957	35815481
SNORD114-14	14	101438440	101438513
SNORD114-15	14	101439007	101439077
OR1N2	9	125315449	125316441
SNORD114-12	14	101435285	101435358
LOC442744	7	144131919	144135806
OR1N1	9	125288637	125289572
SNORD114-13	14	101436216	101436288
SNORD114-18	14	101442162	101442232
SNORD114-19	14	101442814	101442887
SNORD114-16	14	101439932	101440000
SNORD114-17	14	101441143	101441216
LOC100418938	9	140682120	140682837
SNORD114-22	14	101449263	101449333
LOC100418939	12	3432490	3446368
SNORD114-21	14	101448312	101448382
SNORD114-20	14	101447341	101447411
ALS2CR12	2	202153147	202222101
MARCKSL1P2	6	138722976	138724783
LMCD1-AS1	3	8262834	8543344
LOC729496	6	149812395	149813448
ACAD8	11	134123428	134135749
SCN7A	2	167260083	167343481
ALS2CR11	2	202352144	202483905
ACAD9	3	128598333	128631957
MARCKSL1P1	10	104935130	104936835
LOC729497	4	146543749	146547284
IMPDH1	7	128032331	128050045
IMPDH2	3	49061758	49066875
ACADM	1	76190043	76229355
ACADS	12	121163544	121177811
SNORD114-23	14	101450213	101450283
SNORD114-24	14	101451114	101451184
SNORD114-25	14	101452394	101452464
GAN	16	81348571	81413803
SNORD114-26	14	101453383	101453453
SNORD114-27	14	101454498	101454566
GAL	11	68451983	68458643
ACADL	2	211052632	211090215
SNORD114-28	14	101455467	101455537
SNORD114-29	14	101456428	101456496
GAK	4	843065	926174
LOC100418923	6	87883074	87883970
LOC100418924	6	101878287	101879402
SNORD114-31	14	101459573	101459646
SNORD114-30	14	101458256	101458326
LOC100418928	17	66152700	66155184
GAA	17	78075339	78093680
SLC7A6OS	16	68318043	68344868
TRD-GTC2-10	6	27447453	27447524
OR1L8	9	125329827	125330756
TRD-GTC2-11	6	27471523	27471594
OR1L6	9	125512127	125513062
OR1L4	9	125486269	125487204
OR1L3	9	125437409	125438383
OR1L1	9	125423995	125424927
LOC100418951	15	34665745	34666797
WDYHV1	8	124428965	124454261
FDPSP1	1	187532159	187533307
FDPSP2	7	76099337	76104317
TFAM	10	60144903	60158990
INTS6-AS1	13	52027481	52028852
RCBTB2P1	10	90545355	90546794
LOC100418956	6	48919706	48920390
FDPSP5	X	44335217	44336726
LOC100418957	6	73026302	73027099
FDPSP6	21	21760493	21761253
ATIC	2	216176679	216214496
FDPSP3	14	55351525	55352962
MYZAP	15	57884102	57977562
LOC100418959	18	66659956	66660609
FDPSP4	15	43231451	43232602
FDPSP9	15	80236786	80237974
FDPSP7	7	76597453	76598627
FDPSP8	1	211833475	211834641
SCNN1G	16	23194040	23228201
SCNN1B	16	23313591	23392620
SCN5A	3	38589553	38691164
SCNN1A	12	6456009	6486896
SCNN1D	1	1215816	1227409
GBA	1	155204239	155214653
LOC100418940	12	55974161	55975243
OR1M1	19	9203921	9204862
GCG	2	162999379	163008914
CUL4A	13	113862507	113919392
GCK	7	44183870	44229022
LOC729466	11	93268590	93281028
SCN4B	11	118004092	118023630
CUL4B	X	119658444	119709684
LOC729461	22	20639647	20661407
GCA	2	163200583	163236525
SCN4A	17	62015914	62066876
LOC391136	1	171731134	171732106
FST	5	52776183	52782964
WASH6P	0	59354329	59358343
TRNAG-CCC	0	17004766	17004836
WWP2	16	69796187	69975644
WWP1	8	87354965	87480181
TRE-TTC3-1	1	17199078	17199149
WWOX	16	78133310	79246567
FTL	19	49467659	49470136
SGPL1	10	72575704	72640946
C5AR2	19	47835404	47845272
C5AR1	19	47813104	47825327
FRY	13	32605269	32870794
IGHD1-7	14	106375766	106375782
WASH5P	19	60951	70966
ACAP3	1	1227764	1243304
ACAP1	17	7239848	7254797
ACAP2	3	194995465	195163817
ATP5C1	10	7830093	7849764
OR2D2	11	6912805	6913731
CDCA7L	7	21940517	21985542
OR2D3	11	6942233	6943225
NCBP2L	X	107037491	107037907
LOC400174	14	20136988	20138159
MDH2	7	75677182	75696826
MDH1	2	63815743	63834331
OR2B6	6	27925019	27925960
FUS	16	31191431	31206192
TCEB3CL2	18	44542731	44544607
OR2B3	6	29053985	29055090
LOC101927900	18	37646250	37679197
LOC101927901	12	68102827	68123221
LOC101927902	7	104581403	104602781
ACAT2	6	160182989	160200087
IGHD1-1	14	106385361	106385377
ACAT1	11	107992258	108018895
FUZ	19	50310123	50316567
LOC101927908	5	166591939	166595406
LOC101927907	2	77213091	77236914
LOC101927909	1	151683687	151687036
LOC101927904	10	3954150	3977973
LOC101927903	9	45440175	45443015
LOC101927906	1	235805702	235807120
LOC101927905	12	8388566	8395341
OR2C3	1	247693434	247697141
OR2C1	16	3405889	3406924
MDFI	6	41606194	41621984
OR2A2	7	143806676	143807632
IGLV10-54	22	22569197	22569661
OR2A5	7	143747495	143748430
OR2A4	6	132021609	132022541
OR2A7	7	143955789	143956721
FTO	16	53737875	54148379
LOC101927912	2	208733306	208734654
LOC101927913	6	4774760	4775642
LOC101927910	16	89980531	89982876
LOC101927911	17	2865541	2869451
FTX	X	73247971	73513409
LOC101927919	6	117993976	117996447
ZFHX4	8	77593515	77779521
LOC101927918	X	150744160	150746791
LOC101927917	11	8081585	8090920
LOC101927916	9	94246688	94249578
LOC101927915	8	138418344	138425831
WASH7P	1	14362	29370
LOC101927914	7	157258925	157291084
FUK	16	70488498	70514177
ZFHX2	14	23990064	24025199
ZFHX3	16	72816784	73092534
OR2B2	6	27878963	27880174
STEAP3	2	119981384	120023228
OR10A5	11	6866914	6867867
STEAP4	7	87905744	87936228
OR10A6	11	7949265	7950209
LOC101927920	14	67227250	67227778
OR10A3	11	7960123	7961067
OR10A4	11	6897856	6898850
LOC101927922	12	68323039	68359874
LOC101927921	18	41903400	42111662
OR10A2	11	6890986	6891897
LOC101927924	2	130680743	130704276
LOC101927923	7	104994494	104995222
RPL23AP39	3	1771738	1772158
RPL23AP38	3	1637421	1637929
RPL23AP37	2	64574389	64574879
RPL23AP36	2	203939408	203939854
SNAR-B2	19	50642375	50642494
OR10A7	12	55614809	55615759
RPL23AP35	2	187126144	187126642
SNAR-B1	19	50637002	50637121
RPL23AP44	5	120911543	120911752
RPL23AP45	5	180898962	180901521
RPL23AP42	3	161146848	161147400
RPL23AP43	3	32823051	32827672
RPL23AP40	3	138515693	138516081
FXN	9	71650479	71715094
RPL23AP41	3	140621036	140621493
LOC101927925	1	236699462	236700338
LOC101927926	2	78143039	78145132
LOC101927927	5	168457443	168464986
LOC101927928	8	7135912	7151476
LOC100418888	17	53638258	53638938
LOC101927929	1	151763298	151766878
LOC100418883	19	9628826	9629997
WASH2P	2	114341230	114356614
LOC100418882	12	102623808	102624453
LOC100996309	16	29260101	29260639
LOC100418885	11	5375922	5376851
LOC100418884	11	106654139	106655204
LOC101927931	19	42041746	42042975
LOC101927930	1	19585977	19589073
LOC101927935	9	94614239	94615233
LOC101927934	5	133842305	133844921
LOC101927933	1	90229104	90235457
LOC101927932	20	57442410	57460211
RPL23AP29	2	154227140	154227578
RPL23AP28	2	222909244	222909713
SNAR-C3	19	48453553	48453671
RPL23AP25	1	249230903	249231268
SIGMAR1	9	34634719	34637805
SNAR-C2	19	48432075	48432194
RPL23AP24	1	471014	471268
RPL23AP27	2	105294690	105295133
SNAR-C5	19	48416308	48416427
SNAR-C4	19	48442798	48442917
RPL23AP26	2	232450575	232455638
RPL23AP31	2	219706328	219706788
RPL23AP32	2	54756359	54756978
RPL23AP33	2	185766835	185767289
RPL23AP34	2	28531028	28531437
SNAR-C1	19	48458939	48459058
OR2H2	6	29553818	29556745
OR2H1	6	29424947	29432099
RPL23AP30	2	201931414	201931914
LOC101927938	16	72061839	72078515
LOC440568	1	16361005	16366526
LOC101927939	16	90239600	90253131
LOC101927936	11	8190714	8201711
LOC100418898	6	50865331	50865959
STEAP2	7	89841000	89866992
STEAP1	7	89783689	89794141
LOC101927943	18	42256892	42259682
LOC101927946	10	4067146	4070586
PARD3	10	34398488	35104253
LOC101927945	7	25632921	25635984
LOC101927940	6	118895710	118897993
PRIM2B	6	57182415	57512781
LOC101927942	3	148942086	148944116
LOC101927941	17	62923244	62930678
RPL23AP16	1	199341004	199341414
NANOGP10	X	43266291	43267995
NANOGP11	6	152867750	152868150
RPL23AP15	1	228636869	228637322
RPL23AP14	12	2891060	2891586
RPL23AP19	1	8891066	8891437
RPL23AP18	1	212482393	212482860
RPL23AP17	1	41564310	41564805
OR2G3	1	247768888	247769817
OR2G2	1	247751662	247752615
RPL23AP22	1	193725943	193726397
RPL23AP23	1	235459182	235459652
MDC1	6	30667584	30685458
OR2G6	1	248684948	248685898
RPL23AP20	1	242079366	242079889
RPL23AP21	1	227770	228778
BPIFA4P	20	31781411	31798268
LOC101927947	4	155063271	155190377
LOC100996325	5	602284	612325
LOC101927948	2	78315856	78354932
LOC100996324	18	12739485	12775771
LOC101927949	1	152020205	152021047
WASH4P	16	64079	68091
LOC100996326	6	26866058	26868636
FLJ25715	18	77398928	77439739
LOC101927957	16	72302913	72324506
SNAR-A9	19	50620977	50621097
FYB	5	39105354	39270759
LOC101927956	15	32685070	32691255
SNAR-A8	19	50615625	50615745
LOC101927955	11	9726380	9727943
LOC101927954	9	95770397	95777226
DLG5-AS1	10	79686570	79689583
LOC101927952	1	90224280	90229481
LOC101927951	7	105235877	105256399
LOC101927950	6	5665218	5695505
SNAR-A1	19	48421686	48421807
SNAR-A3	19	48427036	48427156
SNAR-A2	19	48437438	48437559
TEX9	15	56536207	56739032
SNAR-A5	19	50604148	50604268
SNAR-A4	19	50595746	50595866
SNAR-A7	19	50610271	50610391
SNAR-A6	19	50607212	50607332
BLVRA	7	43798272	43846941
OR2F2	7	143632326	143633279
OR2F1	7	143657020	143658108
TEX2	17	62224795	62340653
FYN	6	111981535	112194655
RPL23AP10	14	96922866	96923390
RPL23AP11	14	103128530	103129065
BLVRB	19	40953691	40971725
ZSCAN12P1	6	28058585	28063493
RPL23AP12	21	40499481	40500002
LOC100996318	1	120924756	120926189
ATP5A1	18	43664110	43684199
WASH3P	15	102501016	102516808
LOC101927958	2	239143097	239145847
LOC101927959	6	119855085	119871554
LOC100996348	8	86368730	86375396
LOC100996349	19	22790818	22791303
OR4T1P	14	20561515	20562435
PSMC1P13	13	70467988	70469523
PSMC1P12	1	119156735	119158291
PSMC1P11	6	4702676	4704209
PSMC1P10	2	17566339	17567879
APOBEC3G	22	39473010	39483748
APOBEC3H	22	39493229	39500072
APOBEC3F	22	39436609	39451977
LOC440514	19	18141321	18144246
APOBEC3C	22	39410265	39414843
APOBEC3D	22	39417118	39435686
APOBEC3B	22	39378352	39388784
APOBEC3A	22	39348755	39359189
LOC101927960	2	209436736	209688939
LOC101927963	8	142135938	142138410
LOC101927964	10	4093918	4131205
LOC101927961	18	42748498	42759878
LOC101927962	7	158130358	158131634
LOC101927967	2	78245144	78517823
LOC100996345	16	54399916	54404577
LOC101927968	11	65792852	65819847
LOC101927965	4	155548097	155621052
LOC101927966	12	8430537	8522084
LOC100996342	22	17602485	17612994
LOC100996335	22	21655279	21680075
LOC100996337	22	21820783	21821310
LOC100996338	16	54279460	54304787
LOC100126822	1	227451027	227452891
TOB1-AS1	17	48944040	48945732
RAI14	5	34656342	34832717
LOC100133225	19	51697376	51698811
LOC101927970	1	152161295	152186773
LSAMP	3	115521210	116164385
LOC101927971	14	68863110	68867096
LOC101927972	6	5451916	5458400
LOC101927973	21	29496022	29589690
LOC101927974	7	107383198	107384496
LOC101927975	1	90254363	90256051
LOC101927976	9	95824233	95826858
LOC101927977	1	240928860	240939163
LOC101927978	16	72811603	72827123
TMEM248P1	4	126644428	126645372
LOC101927979	17	4890996	4892080
LOC100996333	18	12075205	12076849
LOC731631	7	56433866	56435929
LOC100996368	17	65240075	65241925
LOC100996369	22	18973221	18973952
COPS7A	12	6833150	6841041
BTN2A3P	6	26421619	26430816
COPS7B	2	232646388	232673958
LOC100133252	7	130524966	130528484
LOC101927981	12	68825622	68845449
MTND2P3	Y	8240282	8240751
LINC01197	15	95822517	95870329
LOC101927982	7	158885464	158887345
MTND2P4	7	63570925	63571928
GFM2	5	74017029	74063196
MTND2P5	7	141502270	141503287
MDP1	14	24683143	24685276
MTND2P6	7	57254121	57255155
MTND2P7	8	134766982	134767692
LINC01193	15	21145767	21198633
MTND2P8	9	81356638	81357660
LINC01194	5	12798873	12805295
MTND2P9	9	83179950	83180881
GFM1	3	158362286	158410361
LOC101927989	18	74199915	74205874
OR10C1	6	29407716	29408754
LOC101927987	2	79720949	79740690
LOC100996365	7	63217201	63217780
LINC01191	2	114737146	114764887
LOC101927988	1	152902516	152921686
LINC01192	3	162895031	163021089
LOC101927985	22	21539113	21540293
LOC101927986	9	133708078	133710351
LOC100996361	17	60308830	60324533
MTND2P1	21	37263524	37264449
LOC100996360	8	53484891	53485479
LOC101927984	2	90472515	90484510
FN1	2	216225177	216300890
MTND2P2	X	102041742	102043316
OR4G11P	1	63016	63885
TESC	12	117476728	117537251
OOEP	6	74078278	74079515
SPTBN5	15	42140344	42186275
SPTBN4	19	40973050	41082365
NTPCR	1	233086277	233114548
UBOX5	20	3088219	3140556
TET2	4	106067032	106200960
TET1	10	70320117	70454239
LINC01179	4	166605791	166683930
LOC101927990	6	123760724	123792901
LOC101927991	2	209689050	209719048
LINC01189	9	46829290	46833319
LINC01186	X	46185714	46187097
TET3	2	74212211	74335303
LOC101927993	9	95853957	95857786
LINC01187	5	169618583	169624833
LOC100133244	17	34242317	34243328
LINC01184	5	127357243	127418766
FLG	1	152274651	152297679
LINC01185	2	61074895	61108449
LINC01182	4	13656803	13932852
LINC01183	5	127037967	127277209
LOC100996354	17	56197793	56220688
LOC101927998	16	73489940	73925581
LINC01180	17	42723732	42727717
SPTBN2	11	66449967	66496716
LOC101927999	16	90231818	90235199
SPTBN1	2	54683454	54898583
LINC01181	8	104133260	104152687
OR10D3	11	124055978	124056913
TRR-CCT9-1	11	63661767	63661835
SCMH1	1	41492871	41707815
LOC101927995	3	30392182	30431539
LOC100996352	8	52071616	52072564
LOC101927997	8	7383504	7385373
LOC100996351	19	3141574	3155173
LINC01168	10	134779038	134790001
OR2A1	7	144009039	144017558
SGPP1	14	64150934	64194756
SGPP2	2	223288771	223427342
TERC	3	169482398	169482848
LOC100996384	5	75216491	75240123
LOC100996385	5	175476681	175489058
FOS	14	75745477	75748937
BEND3P3	10	81442731	81448653
BEND3P2	9	94933513	94935776
LOC100996380	7	63225348	63226822
LINC01176	7	30429847	30442638
BEND3P1	10	52417863	52423706
FLJ46284	8	93711970	93798288
MDN1	6	90352494	90529442
IGLV10-67	22	22397850	22398312
TERT	5	1253282	1295178
LOC100133261	4	165646685	165648813
RPS10P11	5	133758516	133758781
RPS10P12	5	50571051	50571614
RPS10P13	6	34711917	34712495
PARM1	4	75858285	75975325
LINC01158	2	105421883	105468016
RPS10P14	7	37415096	37415676
CAMK1G	1	209757045	209787284
MRPL9P1	8	77515068	77516089
PPAP2C	19	281040	291435
RPS10P10	3	62912018	62912603
LOC100996379	15	20721153	20725944
OR10J5	1	159504868	159505797
OR10J4	1	159401995	159402926
OR10J3	1	159283460	159284449
OR10J1	1	159409512	159410600
LINC01163	10	130084212	130115990
MDM2	12	69201952	69239324
NMTRQ-TTG9-1	2	132143133	132143204
LINC01160	1	112141629	112150946
MDM4	1	204485507	204596131
LINC01166	10	134757470	134778789
LINC01165	10	134334331	134336073
MDM1	12	68688346	68726161
LOC100133267	8	11921898	11929256
CAMK1D	10	12391583	12871735
LINC01164	10	133604734	133622535
RPS10P20	12	48881696	48882270
RPS10P21	13	72487840	72488314
FRK	6	116262691	116397360
RPS10P24	16	70112986	70113564
LINC01146	14	88490894	88553690
ENDOV	17	78388965	78411886
RPS10P25	17	47225701	47226148
RPS10P22	15	60696618	60697205
CAMK2G	10	75572259	75634349
LINC01149	6	31409444	31414750
RPS10P23	16	74586112	74586690
ENDOU	12	48103517	48119355
TRA-AGC16-1	6	58196623	58196695
OR10G2	14	22102066	22102998
OR10G4	11	123886282	123887217
OR10G3	14	22037934	22038875
OR10G6	11	123864873	123865631
OR10G7	11	123908773	123909708
OR10G8	11	123900330	123901265
OR10G9	11	123893720	123894655
RPS10P18	10	126178762	126179147
HINFP	11	118992233	119005765
CAMK2D	4	114372188	114683669
TEPP	16	58010339	58022020
LINC01153	10	122938214	122945480
RPS10P17	9	128025815	128026381
RPS10P16	8	118535456	118535965
TRM-CAT3-1	6	28912352	28912424
CAMK2B	7	44256749	44365230
RPS10P15	7	128210249	128210779
GFI1	1	92940318	92952433
LINC01150	11	1923872	1929254
PPAP2A	5	54720670	54830906
PPAP2B	1	56960419	57045257
CAMK2A	5	149599054	149669403
RPS10P19	11	46450143	46450931
RPS10P30	22	23664657	23665114
RPS10P31	22	45671408	45672016
LINC01139	1	238643684	238649317
LINC01137	1	37920480	37940044
LINC01138	1	147905097	147931980
TRM-CAT3-2	6	28921042	28921114
LINC01135	1	59250823	59365384
LOC100133284	13	25591669	25591912
LINC01136	1	203267886	203274453
OR10H1	19	15917817	15918936
PARK2	6	161768590	163148834
OR10H5	19	15904859	15905806
OR10H4	19	16059818	16060768
OR10H3	19	15852203	15853153
PARK7	1	8021714	8045342
AMMECR1L	2	128619204	128643635
OR10H2	19	15838834	15839862
ENDOG	9	131580779	131584955
PECAM1	17	62396775	62404856
LOC100509303	1	209320612	209324850
LOC100133286	21	37441940	37498938
RPS10P27	18	21252168	21252749
RPS10P26	17	60593636	60594165
TEP1	14	20833826	20882331
LINC01144	1	45769582	45771291
RPS10P29	22	24665251	24666173
RPS10P28	19	43174130	43175013
LINC01142	1	170240546	170253349
LINC01141	1	20686294	20755287
LINC01140	1	87595448	87634887
DND1P2	17	44336419	44337979
DND1P1	17	43663230	43664790
LOC100499399	3	52769312	52770828
PVRIG	7	99816147	99819113
ACBD7	10	15057071	15130783
ACBD6	1	180257352	180472022
SNORD13P2	7	4729060	4729264
ACBD5	10	27484143	27531068
SNORD13P3	3	47292015	47292116
ACBD4	17	43209967	43221548
LINC01101	2	121221911	121223925
ACBD3	1	226332380	226374423
LOC285074	2	87257798	87303536
IGLV6-57	22	22550199	22550676
LOC102723951	Y	26288492	26298548
AIF1L	9	133971863	133998539
MACC1-AS1	7	20181539	20193154
RSL24D1P10	5	121007068	121007567
IQCB2P	6	27978329	27980680
LOC442603	7	99232790	99236646
AUP1	2	74753775	74757019
RSL24D1P11	18	55505708	55506271
PTPRJ	11	48002101	48192394
PTPRK	6	128289924	128841870
OR2S2	9	35957105	35958151
OPA3	19	46031025	46088122
OPA1	3	193310933	193415600
PTPRM	18	7567314	8406859
PTPRF	1	43991708	44089343
PTPRG	3	61547243	62280573
PTPRH	19	55692615	55720874
PTPRR	12	71031853	71314584
PTPRS	19	5205514	5340814
WARS2P1	10	82700400	82700963
PTPRT	20	40701392	41818557
PTPRU	1	29563028	29653325
LINC01111	8	77318889	77436591
PTPRN	2	220154345	220174295
TUBB2BP1	6	3177273	3179949
PTPRO	12	15475191	15751265
PTPRQ	12	80838126	81073968
MIRLET7D	9	96941116	96941202
LINC01105	2	6072819	6120350
MIRLET7E	19	52196039	52196117
